ID,DEPTH,INTENSITY,LATITUDE,LONGITUDE,TIME_STAMP
4524,0.7,2,19.4213,-155.2727,2014-10-06T10:04:50.600Z
4525,10.9,1.8,65.128,-149.0049,2014-10-06T10:03:25.000Z
4526,14,1.2,17.9171,-65.421,2014-10-06T09:48:26.700Z
4527,25,2.5,19.1252,-66.4316,2014-10-06T09:46:57.600Z
4528,4.83,1.18,37.6915,-121.7496667,2014-10-06T09:42:40.730Z
4529,19.4,0.4,47.5782,-122.77,2014-10-06T09:30:31.400Z
4530,0.2364,0.61,36.3904,-117.4238,2014-10-06T09:28:57.537Z
4531,4.32,0.93,37.1086667,-121.5455,2014-10-06T09:06:42.270Z
4532,13.42,0.66,33.4155,-116.8663333,2014-10-06T09:02:25.620Z
4533,2.9,1.12,38.8168335,-122.8191681,2014-10-06T08:53:52.600Z
4534,8.5778,0.49,39.235,-120.101,2014-10-06T08:49:30.470Z
4535,3.02,0.63,38.8186684,-122.7943344,2014-10-06T08:49:22.310Z
4536,1,1.7,65.1742,-149.0366,2014-10-06T08:48:37.000Z
4537,5.69,2.89,39.2335,-120.1006667,2014-10-06T08:48:04.390Z
4538,104.9,1.4,62.8282,-151.1199,2014-10-06T08:36:46.000Z
4539,5.53,0.53,37.66,-118.8568333,2014-10-06T08:35:33.980Z
4540,7.8,0.3,46.9645,-121.8602,2014-10-06T08:27:15.200Z
4541,16.2,1.2,63.2976,-151.1428,2014-10-06T08:23:54.000Z
4542,37.6,1.4,62.1324,-146.9937,2014-10-06T08:15:05.000Z
4543,5,3.1,37.1048,-104.9196,2014-10-06T08:10:52.100Z
4544,1.68,0.7,38.7938347,-122.7935028,2014-10-06T08:02:39.010Z
4545,13.58,0.62,34.1638333,-117.4161667,2014-10-06T07:59:42.510Z
4546,523.45,4.6,-24.496,179.7994,2014-10-06T07:57:49.860Z
4547,7.3,2.3,19.361,-155.0843,2014-10-06T07:57:44.800Z
4548,10.5,0.8,65.1499,-149.0579,2014-10-06T07:53:06.000Z
4549,5.39,0.99,37.6573333,-118.8573333,2014-10-06T07:52:20.060Z
4550,9.15,1.98,35.8116667,-121.4138333,2014-10-06T07:48:23.910Z
4551,13.08,0.8,33.2861667,-116.7783333,2014-10-06T07:45:57.950Z
4552,12.94,0.81,33.2851667,-116.7775,2014-10-06T07:43:23.160Z
4553,0,0.17,37.4347,-116.0642,2014-10-06T07:41:01.443Z
4554,5.26,3.1,36.2155,-96.7215,2014-10-06T07:39:50.940Z
4555,1.1,2.12,33.2586667,-116.114,2014-10-06T07:37:30.270Z
4556,113.2,2.3,63.1899,-150.3356,2014-10-06T07:37:30.000Z
4557,7.34,1.01,37.642,-118.9486667,2014-10-06T07:35:25.590Z
4558,1,0.9,63.2748,-151.9245,2014-10-06T07:21:11.000Z
4559,29.4,1.7,19.2793,-155.3438,2014-10-06T07:14:02.800Z
4560,2.35,0.66,38.8230019,-122.8408356,2014-10-06T07:13:01.770Z
4561,2.11,0.89,33.0351667,-116.0106667,2014-10-06T07:12:47.230Z
4562,6.43,1.66,33.262,-116.1056667,2014-10-06T07:10:56.000Z
4563,5.18,1.66,35.9791667,-116.0756667,2014-10-06T07:08:04.170Z
4564,2.9,0.7,19.4627,-155.6035,2014-10-06T07:01:24.500Z
4565,2.06,0.83,33.2673333,-116.106,2014-10-06T07:01:06.780Z
4566,3.02,0.56,38.8236656,-122.7659988,2014-10-06T06:59:08.710Z
4567,5.66,0.53,37.659,-118.858,2014-10-06T06:45:28.440Z
4568,14.11,1.49,33.2808333,-116.7833333,2014-10-06T06:43:00.300Z
4569,35,4.5,38.2325,142.1389,2014-10-06T06:37:58.760Z
4570,0,0.13,37.4497,-116,2014-10-06T06:37:00.221Z
4571,12.4,0.8,65.1799,-149.0828,2014-10-06T06:29:59.000Z
4572,13,2.2,18.0095,-65.3805,2014-10-06T06:27:48.700Z
4573,10,2.1,18.0981,-67.0159,2014-10-06T06:19:59.000Z
4574,2,-0.9,43.7208,-121.3138,2014-10-06T06:13:48.600Z
4575,5.88,0.36,37.6648333,-118.8555,2014-10-06T06:12:46.930Z
4576,13.5,0.8,65.1838,-149.0827,2014-10-06T06:00:57.000Z
4577,5.26,0.47,37.5455,-119.0136667,2014-10-06T05:59:42.450Z
4578,1.55,1.43,38.459,-112.1511667,2014-10-06T05:56:58.030Z
4579,11.79,0.69,35.3158333,-120.8643333,2014-10-06T05:34:20.960Z
4580,14.95,0.84,33.5006667,-116.5618333,2014-10-06T05:34:16.670Z
4581,7.5,1,19.5332,-155.6655,2014-10-06T05:32:01.600Z
4582,11.7,1.1,44.5878,-112.1473,2014-10-06T05:28:02.900Z
4583,22.2,3.6,57.2472,-154.6606,2014-10-06T05:20:48.000Z
4584,31.97,4.4,-5.1166,133.8384,2014-10-06T05:20:26.500Z
4585,21.2,4.2,-5.0833,133.9949,2014-10-06T05:16:56.650Z
4586,3.37,1.56,38.8146667,-122.8208313,2014-10-06T05:09:48.610Z
4587,1.6,2,19.4522,-155.2852,2014-10-06T05:07:07.600Z
4588,39.1,1.1,48.0398,-123.1673,2014-10-06T05:06:39.400Z
4589,2.6,1.4,60.3541,-140.2889,2014-10-06T05:06:37.000Z
4590,0.4589,0.34,37.937,-116.6372,2014-10-06T05:05:50.415Z
4591,0,1.21,37.4392,-116.055,2014-10-06T05:00:02.775Z
4592,71.8,1.9,61.7315,-150.9043,2014-10-06T04:57:50.000Z
4593,5.5,1.7,35.4129,-92.3368,2014-10-06T04:40:31.800Z
4594,10.3,0.9,64.8803,-147.3504,2014-10-06T04:33:56.000Z
4595,-3.49,1.12,38.9635,-111.4183333,2014-10-06T04:32:28.840Z
4596,85.9,2,60.6291,-152.8477,2014-10-06T04:31:15.000Z
4597,9.3,1.6,61.5171,-140.8069,2014-10-06T04:21:46.000Z
4598,2.7,1.94,34.8708333,-120.8961667,2014-10-06T04:17:18.580Z
4599,134.74,4.3,11.3249,-85.8538,2014-10-06T04:14:07.540Z
4600,1.8,-0.6,43.722,-121.3125,2014-10-06T04:02:55.800Z
4601,5.35,0.36,37.6623333,-118.8575,2014-10-06T03:59:36.800Z
4602,124,3.2,55.0797,-164.1289,2014-10-06T03:54:22.000Z
4603,116.3,2.5,63.2194,-150.4225,2014-10-06T03:41:52.000Z
4604,5.79,1.4,37.6598333,-118.8583333,2014-10-06T03:38:30.610Z
4605,5.67,0.61,37.6598333,-118.858,2014-10-06T03:36:54.270Z
4606,2.9,0.87,38.8201675,-122.7639999,2014-10-06T03:34:10.620Z
4607,10,5.1,-40.1193,46.1449,2014-10-06T03:26:59.900Z
4608,5.55,1.57,37.6595,-118.859,2014-10-06T03:18:10.770Z
4609,6.36,0.37,37.6671667,-118.8513333,2014-10-06T03:11:44.870Z
4610,0,1.55,41.9039,-119.6286,2014-10-06T03:08:56.786Z
4611,5.31,0.38,40.4596667,-121.5475,2014-10-06T03:08:12.350Z
4612,18.52,0.59,33.6873333,-116.785,2014-10-06T03:03:32.560Z
4613,5.23,1.18,40.4605,-121.5503333,2014-10-06T03:00:58.900Z
4614,5.5,0.34,37.6671667,-118.8541667,2014-10-06T02:58:19.730Z
4615,3.23,0.61,40.4526667,-121.5596667,2014-10-06T02:56:53.660Z
4616,5.46,1.47,37.6583333,-118.8566667,2014-10-06T02:54:32.600Z
4617,3.09,0.56,38.8223343,-122.7651672,2014-10-06T02:40:13.790Z
4618,5.52,1.27,37.6585,-118.8566667,2014-10-06T02:30:15.300Z
4619,2.5,1.5,19.3328,-155.1453,2014-10-06T02:27:21.200Z
4620,3.98,2.5,36.125,-97.242,2014-10-06T02:18:22.100Z
4621,5.39,0.74,37.66,-118.8566667,2014-10-06T02:09:57.680Z
4622,5.18,1.14,37.661,-118.8563333,2014-10-06T02:08:34.620Z
4623,474.54,4,-20.6499,-177.7259,2014-10-06T02:07:39.000Z
4624,5.52,0.35,37.6635,-118.8536667,2014-10-06T02:07:21.660Z
4625,3.9,0.43,38.8093338,-122.8201675,2014-10-06T02:07:00.690Z
4626,246.42,4.2,2.5316,128.7331,2014-10-06T02:05:32.020Z
4627,5.28,1.47,37.6586667,-118.8581667,2014-10-06T02:00:45.010Z
4628,5.66,1.11,40.46,-121.5455,2014-10-06T01:59:52.250Z
4629,5.41,2.34,37.6615,-118.8585,2014-10-06T01:57:31.190Z
4630,0.4972,1.76,41.8639,-119.6192,2014-10-06T01:53:55.238Z
4631,18.7,0.8,46.4973,-122.4263,2014-10-06T01:53:16.100Z
4632,7.4,0.8,19.5262,-155.6668,2014-10-06T01:52:17.900Z
4633,0.71,0.97,36.1698333,-118.0558333,2014-10-06T01:47:55.600Z
4634,9.45,1.44,32.8248333,-115.6398333,2014-10-06T01:44:54.380Z
4635,14.06,4.3,62.9204,172.5632,2014-10-06T01:44:22.670Z
4636,72.1,1.4,62.8299,-149.6411,2014-10-06T01:38:53.000Z
4637,14.28,0.67,33.1251667,-116.5073333,2014-10-06T01:31:41.670Z
4638,8.65,1.41,40.1838333,-121.0493333,2014-10-06T01:19:52.740Z
4639,92.5,2.2,59.5258,-152.88,2014-10-06T01:16:48.000Z
4640,122.47,5.1,-38.5788,176.464,2014-10-06T01:14:31.460Z
4641,12.8,1.4,19.1638,-155.3692,2014-10-06T01:11:23.900Z
4642,42.99,4.1,-4.4562,130.9479,2014-10-06T01:08:53.690Z
4643,17.38,4.5,63.0585,172.2437,2014-10-06T01:07:42.200Z
4644,78.9,2.9,56.1045,-158.9091,2014-10-06T00:58:59.000Z
4645,6.9583,1.52,37.256,-114.8908,2014-10-06T00:53:32.137Z
4646,1.3,-0.6,43.7273,-121.3142,2014-10-06T00:30:52.700Z
4647,13.8158,0.23,40.3727,-119.8116,2014-10-06T00:23:44.679Z
4648,5.67,1.13,37.5613333,-118.8336667,2014-10-06T00:17:41.850Z
4649,2.1,1.9,19.4413,-155.2805,2014-10-06T00:16:26.200Z
4650,2.63,0.39,36.6791667,-121.3088333,2014-10-06T00:12:06.390Z
4651,25.13,4.3,-9.253,124.0536,2014-10-06T00:11:24.310Z
4652,3.8,0.7,64.6635,-149.6396,2014-10-06T00:09:41.000Z
4653,2.49,1.36,38.8120003,-122.8218307,2014-10-06T00:01:47.300Z
4654,2.63,1.34,38.8123322,-122.8213348,2014-10-06T00:01:01.520Z
4655,12.3892,0.35,40.3369,-119.775,2014-10-05T23:58:49.923Z
4656,0.6,1,62.4005,-149.5808,2014-10-05T23:56:53.000Z
4657,20.99,2.23,32.234,-115.2355,2014-10-05T23:55:25.530Z
4658,5.5,0.85,36.9691667,-121.6206667,2014-10-05T23:54:16.500Z
4659,3.12,0.88,38.7958336,-122.7231674,2014-10-05T23:50:25.150Z
4660,5.58,0.87,37.6576667,-118.8535,2014-10-05T23:46:54.230Z
4661,1.9,0.8,19.4768,-155.5912,2014-10-05T23:43:37.200Z
4662,5.54,0.8,37.658,-118.8526667,2014-10-05T23:40:43.760Z
4663,7.88,0.93,35.6701667,-121.1041667,2014-10-05T23:37:31.880Z
4664,14.23,1.43,32.8945,-115.511,2014-10-05T23:35:34.980Z
4665,2.2,0,43.7233,-121.3128,2014-10-05T23:22:16.400Z
4666,14.2057,0.64,40.3378,-119.7905,2014-10-05T23:19:21.581Z
4667,15.33,4.5,62.9926,172.1185,2014-10-05T23:11:10.310Z
4668,7.62,0.31,33.3683333,-116.3691667,2014-10-05T23:02:58.700Z
4669,7.6692,1.85,39.4067,-117.7157,2014-10-05T23:02:03.384Z
4670,1.029,1.61,40.3895,-119.7908,2014-10-05T23:01:45.111Z
4671,9.5,1.11,33.048,-116.1745,2014-10-05T23:00:36.940Z
4672,291.47,4.4,-27.2704,-178.4152,2014-10-05T22:55:43.690Z
4673,13,2,36.7449,-89.4842,2014-10-05T22:52:04.100Z
4674,7,0.8,37.0093,-116.1062,2014-10-05T22:47:11.820Z
4675,105.3,2.2,59.6569,-153.0281,2014-10-05T22:46:54.000Z
4676,13.5,1.52,34.152,-116.8376667,2014-10-05T22:35:19.610Z
4677,3.2,1.8,19.4168,-155.2768,2014-10-05T22:31:08.300Z
4678,9.7,2,48.257,-121.688,2014-10-05T22:25:27.900Z
4679,34.8,1.8,19.1597,-155.4155,2014-10-05T22:19:05.400Z
4680,15.6,0.7,63.3285,-150.9777,2014-10-05T22:18:28.000Z
4681,1,0.6,65.1314,-149.0262,2014-10-05T22:16:28.000Z
4682,41.7,1.9,19.0983,-155.4175,2014-10-05T22:06:48.800Z
4683,41.2,1.9,19.0318,-155.3957,2014-10-05T22:04:41.500Z
4684,0.39,1.92,39.8385,-123.6495,2014-10-05T22:03:08.280Z
4685,38.5,1.9,19.0745,-155.4447,2014-10-05T21:58:28.700Z
4686,48.6,2,19.1293,-155.5482,2014-10-05T21:57:08.900Z
4687,46.6,2,19.0982,-155.4778,2014-10-05T21:56:45.800Z
4688,10.72,0.87,35.9318333,-117.8793333,2014-10-05T21:54:26.760Z
4689,25.6,2.1,51.6549,-175.02,2014-10-05T21:44:23.000Z
4690,3.7,1.9,19.4233,-155.2925,2014-10-05T21:42:37.600Z
4691,0.34,1.88,39.8405,-123.632,2014-10-05T21:33:33.600Z
4692,2.5,2,19.4242,-155.263,2014-10-05T21:29:18.500Z
4693,151.4,4.3,49.8644,153.4888,2014-10-05T21:28:52.080Z
4694,5.17,0.47,40.4545,-121.5518333,2014-10-05T21:28:44.500Z
4695,4.35,1.18,40.4516667,-121.552,2014-10-05T21:26:10.130Z
4696,8.0647,1.13,38.8326,-119.7888,2014-10-05T21:24:07.224Z
4697,20.44,4.9,53.8918,171.0671,2014-10-05T21:19:34.920Z
4698,3.9,1.9,19.4167,-155.2725,2014-10-05T21:18:54.900Z
4699,0,2.2,49.3915,-120.5122,2014-10-05T21:11:54.700Z
4700,11.1643,0.12,39.7895,-119.9837,2014-10-05T21:11:43.979Z
4701,6.92,0.2,36.6241667,-121.155,2014-10-05T21:11:22.970Z
4702,7.31,0.86,36.6186667,-121.15,2014-10-05T21:11:02.680Z
4703,3.79,0.51,38.8256683,-122.7894974,2014-10-05T21:04:48.520Z
4704,4.54,1.14,40.4536667,-121.5546667,2014-10-05T21:00:28.000Z
4705,96.7,1.8,62.4571,-151.5314,2014-10-05T21:00:01.000Z
4706,4.5,2.3,61.3061,-152.5532,2014-10-05T20:52:41.000Z
4707,7.9,1,63.5286,-147.6444,2014-10-05T20:47:47.000Z
4708,7.83,0.96,33.1063333,-116.629,2014-10-05T20:20:02.320Z
4709,0.3,0.8,19.4645,-155.603,2014-10-05T20:08:35.200Z
4710,66.7,1.1,62.6467,-149.149,2014-10-05T20:08:30.000Z
4711,11.21,1.76,32.6955,-115.4063333,2014-10-05T20:07:39.990Z
4712,26.8,1.7,61.4052,-146.2466,2014-10-05T20:05:42.000Z
4713,4.39,1.52,44.2396667,-110.788,2014-10-05T19:41:17.050Z
4714,38.3,1.5,62.0384,-149.7945,2014-10-05T19:22:58.000Z
4715,6,0.56,37.356,-118.4085,2014-10-05T19:21:23.380Z
4716,26.73,3.03,32.1891667,-115.2025,2014-10-05T19:18:29.590Z
4717,15.21,0.51,33.622,-116.6706667,2014-10-05T19:13:01.950Z
4718,5.17,0.23,37.663,-118.8531667,2014-10-05T19:09:19.230Z
4719,9.17,0.6,37.8808333,-122.2536667,2014-10-05T19:05:14.630Z
4720,9.34,0.87,37.8805,-122.2533333,2014-10-05T19:05:06.570Z
4721,11,1.1,63.5418,-147.4583,2014-10-05T19:05:00.000Z
4722,5.74,0.38,37.6635,-118.8515,2014-10-05T19:01:59.560Z
4723,25,1.5,53.3848,-165.1814,2014-10-05T18:56:35.000Z
4724,0.28,0.53,36.1076667,-117.837,2014-10-05T18:51:24.610Z
4725,75.2,1.4,53.7992,-165.8882,2014-10-05T18:42:12.000Z
4726,32,2.9,19.1065,-66.4216,2014-10-05T18:41:05.000Z
4727,1,3,55.48,-154.2494,2014-10-05T18:31:16.000Z
4728,12.64,0.9,35.8833333,-117.9928333,2014-10-05T18:30:41.590Z
4729,2.62,0.32,38.8231659,-122.8441696,2014-10-05T18:18:21.910Z
4730,4.64,0.1,37.592,-118.997,2014-10-05T18:12:22.310Z
4731,46.3,1.7,62.4239,-149.0491,2014-10-05T18:11:13.000Z
4732,32.9,2.6,55.5748,-153.9408,2014-10-05T18:10:41.000Z
4733,4.4,0.8,19.4727,-155.5728,2014-10-05T18:08:43.900Z
4734,10.55,1.49,33.9986667,-118.408,2014-10-05T18:04:42.420Z
4735,14.6,3.6,52.4444,178.7407,2014-10-05T18:03:47.000Z
4736,19.33,1.8,38.0385,-121.9138333,2014-10-05T17:57:00.550Z
4737,7.95,1.17,35.9861667,-117.9233333,2014-10-05T17:54:26.700Z
4738,4.59,0.35,37.6771667,-118.8566667,2014-10-05T17:46:24.110Z
4739,10,5.1,-19.621,-176.2038,2014-10-05T17:16:48.550Z
4740,2.97,0.12,37.6476667,-118.8736667,2014-10-05T17:14:56.430Z
4741,6.4025,1.62,37.0667,-116.086,2014-10-05T17:10:59.654Z
4742,4.3,1,63.4728,-151.4023,2014-10-05T17:08:37.000Z
4743,6,0.7,65.1149,-149.3469,2014-10-05T17:04:53.000Z
4744,12.38,5,64.5118,-17.2791,2014-10-05T16:58:58.170Z
4745,4.88,0.59,35.8271667,-117.764,2014-10-05T16:53:58.550Z
4746,13.32,1.08,33.3043333,-116.321,2014-10-05T16:50:09.350Z
4747,8.23,1.16,32.6513333,-115.866,2014-10-05T16:46:13.970Z
4748,5.22,0.22,37.5868333,-118.8228333,2014-10-05T16:44:55.890Z
4749,8.16,0.37,35.984,-117.9215,2014-10-05T16:43:57.300Z
4750,7.2,1.5,45.3148,-121.6547,2014-10-05T16:43:39.300Z
4751,44.1,1.6,60.8679,-149.8654,2014-10-05T16:43:32.000Z
4752,15.4,1.9,65.5284,-149.94,2014-10-05T16:39:22.000Z
4753,20.5,1.5,47.903,-122.8737,2014-10-05T16:39:18.200Z
4754,2.32,0.88,38.8180008,-122.8170013,2014-10-05T16:25:08.480Z
4755,2.86,0.55,38.8185005,-122.81633,2014-10-05T16:24:19.060Z
4756,7.42,1.58,35.3266667,-117.536,2014-10-05T16:19:33.670Z
4757,6.5,1,63.596,-147.379,2014-10-05T16:17:49.000Z
4758,13,1.9,17.8439,-65.6053,2014-10-05T16:11:52.000Z
4759,10.7,1.6,19.4382,-155.478,2014-10-05T16:09:58.500Z
4760,2.3,0,43.7203,-121.312,2014-10-05T16:07:32.800Z
4761,38.3,1.7,61.1883,-149.7118,2014-10-05T16:06:26.000Z
4762,12.7,0.6,65.1244,-148.9871,2014-10-05T16:02:15.000Z
4763,5.59,1.27,37.6653333,-118.8531667,2014-10-05T15:57:24.400Z
4764,2.05,1.95,38.7803345,-122.7269974,2014-10-05T15:51:50.260Z
4765,1.9,0.56,38.7734985,-122.7441635,2014-10-05T15:47:20.050Z
4766,0.2,1.46,36.1211667,-118.0361667,2014-10-05T15:46:02.460Z
4767,4.55,1.23,38.8738333,-123.1811667,2014-10-05T15:44:40.980Z
4768,5,2.7,36.768,-98.002,2014-10-05T15:35:26.660Z
4769,5.66,0.66,37.4481667,-118.544,2014-10-05T15:29:52.810Z
4770,15.8,-0.1,46.3105,-122.3458,2014-10-05T15:28:50.500Z
4771,9.49,0.97,38.0135,-118.1457,2014-10-05T15:25:32.190Z
4772,14.9,0.7,64.6582,-149.2015,2014-10-05T15:24:21.000Z
4773,4.3,2.6,36.77,-97.996,2014-10-05T15:18:50.870Z
4774,2.44,1.2,38.8361664,-122.7829971,2014-10-05T15:18:50.260Z
4775,1.9,1.9,63.3007,-151.7661,2014-10-05T15:17:52.000Z
4776,2.11,1.36,38.7915,-122.7486667,2014-10-05T15:12:50.470Z
4777,35,4.7,21.0446,145.6608,2014-10-05T15:06:12.410Z
4778,6.38,0.45,36.707,-121.3423333,2014-10-05T15:06:06.970Z
4779,8.9,2.1,35.3681,-92.6737,2014-10-05T15:04:47.000Z
4780,7.4,1.4,19.3263,-155.2015,2014-10-05T14:56:27.200Z
4781,6.56,1.38,37.6433333,-118.847,2014-10-05T14:55:56.670Z
4782,6.71,1.35,37.643,-118.8415,2014-10-05T14:55:41.870Z
4783,15.36,5.5,-1.3155,132.4279,2014-10-05T14:52:34.220Z
4784,16.3,0.3,46.3103,-122.3538,2014-10-05T14:48:37.400Z
4785,2.81,0.89,34.2483333,-117.0955,2014-10-05T14:47:14.090Z
4786,6.6,1.2,37.6441667,-118.8465,2014-10-05T14:31:44.980Z
4787,8.5073,0.51,40.2833,-119.7445,2014-10-05T14:14:48.180Z
4788,6.87,1.81,40.8736667,-124.202,2014-10-05T14:01:58.160Z
4789,3.7,1.01,33.8956667,-117.973,2014-10-05T13:55:44.110Z
4790,16.53,4.8,-4.3957,-76.3121,2014-10-05T13:54:42.360Z
4791,7.51,0.15,37.6403333,-118.932,2014-10-05T13:53:53.520Z
4792,42.3,2.4,20.0175,-155.5912,2014-10-05T13:46:48.500Z
4793,8.9,1.1,19.3242,-155.4772,2014-10-05T13:38:59.700Z
4794,12.5,0.7,63.4513,-148.9618,2014-10-05T13:35:24.000Z
4795,6,2.5,18.8551,-64.2727,2014-10-05T13:26:43.600Z
4796,3.17,0.57,37.661,-118.8616667,2014-10-05T13:25:44.940Z
4797,5.07,1.05,37.6571667,-118.8651667,2014-10-05T13:10:46.930Z
4798,7.15,0.94,34.2568333,-116.9463333,2014-10-05T13:08:51.840Z
4799,3.4,0.8,19.4072,-155.6322,2014-10-05T13:04:53.600Z
4800,7.9238,0.05,36.6101,-116.6362,2014-10-05T13:01:24.419Z
4801,8,3.2,18.4563,-64.6902,2014-10-05T13:00:30.300Z
4802,4.885,2.5,36.7465,-98.3611,2014-10-05T12:47:19.000Z
4803,7.25,0.66,40.2713333,-121.554,2014-10-05T12:40:13.320Z
4804,1,1.7,19.4268,-155.2728,2014-10-05T12:28:40.300Z
4805,3.63,1.35,33.1641667,-115.5761667,2014-10-05T12:24:09.100Z
4806,1.5,1.8,19.4173,-155.2738,2014-10-05T12:22:59.000Z
4807,77.22,4.5,0.6676,98.6943,2014-10-05T12:05:11.370Z
4808,16.2,0.4,64.8619,-148.2058,2014-10-05T12:00:00.000Z
4809,4.69,0.31,37.656,-118.8656667,2014-10-05T11:59:01.930Z
4810,129.7,1.6,63.136,-150.8758,2014-10-05T11:57:46.000Z
4811,19.1,2.4,68.8207,-145.0758,2014-10-05T11:56:41.000Z
4812,38.5,2,19.4733,-156.073,2014-10-05T11:53:53.500Z
4813,9.97,0.63,33.1443333,-116.489,2014-10-05T11:44:14.180Z
4814,6.0173,0.8,38.1178,-118.3526,2014-10-05T11:33:56.068Z
4815,5.47,1.66,35.6696667,-121.1156667,2014-10-05T11:30:25.300Z
4816,1.75,1.05,36.0746667,-117.8615,2014-10-05T11:22:36.730Z
4817,41.8,1.9,19.263,-155.0675,2014-10-05T11:17:26.700Z
4818,9.43,4.5,64.5776,-17.5548,2014-10-05T11:14:27.770Z
4819,22.26,4.6,38.8972,144.3508,2014-10-05T11:05:29.910Z
4820,4.03,1.56,33.1606667,-115.5761667,2014-10-05T10:54:55.330Z
4821,10,4.5,-56.038,-26.6503,2014-10-05T10:54:28.570Z
4822,10,1.3,60.5161,-142.9338,2014-10-05T10:50:54.000Z
4823,3.29,1.43,33.1581667,-115.5856667,2014-10-05T10:50:43.890Z
4824,5.23,0.78,36.628,-121.2415,2014-10-05T10:30:24.200Z
4825,4.776,3,35.8171,-97.422,2014-10-05T10:24:50.900Z
4826,0.94,0.86,38.796833,-122.7770004,2014-10-05T10:22:55.130Z
4827,8.05,0.69,36.5801667,-121.0828333,2014-10-05T10:22:50.990Z
4828,27.28,2.12,34.3013333,-116.03,2014-10-05T10:11:52.270Z
4829,10.7096,3.58,35.8905,-115.2915,2014-10-05T10:11:26.428Z
4830,85.8,1.1,63.063,-149.4772,2014-10-05T10:09:05.000Z
4831,535.37,4.3,-23.7599,-179.9231,2014-10-05T10:08:43.760Z
4832,0.2,2,61.2696,-152.5751,2014-10-05T10:05:41.000Z
4833,10.4,1.4,61.9387,-150.0071,2014-10-05T10:00:44.000Z
4834,6.42,0.98,36.6481667,-121.201,2014-10-05T09:57:17.990Z
4835,2.65,0.99,38.840332,-122.8303299,2014-10-05T09:57:00.220Z
4836,2.79,1.2,38.8408318,-122.8308334,2014-10-05T09:53:36.210Z
4837,5.03,3,40.124,-126.8538,2014-10-05T09:52:00.710Z
4838,84.3,1.2,63.1257,-149.7109,2014-10-05T09:51:35.000Z
4839,8.48,1.4,36.2321667,-120.7945,2014-10-05T09:48:47.110Z
4840,10,1.2,17.926,-67.1149,2014-10-05T09:46:36.900Z
4841,4.6,1.2,62.3726,-149.1004,2014-10-05T09:46:30.000Z
4842,19.46,2.03,33.9751667,-116.8905,2014-10-05T09:42:09.890Z
4843,20.62,0.88,37.162,-112.9795,2014-10-05T09:40:48.880Z
4844,10,4.8,-10.8342,161.8674,2014-10-05T09:36:22.320Z
4845,11.65,0.33,33.5181667,-116.4445,2014-10-05T09:10:54.090Z
4846,15,2.9,18.948,-66.8643,2014-10-05T09:01:29.100Z
4847,2.19,0.38,38.7808342,-122.7556686,2014-10-05T08:59:22.370Z
4848,1.04,0.62,33.398,-116.3055,2014-10-05T08:50:49.730Z
4849,1.2,0.5,19.5898,-155.6982,2014-10-05T08:43:52.600Z
4850,11.01,1,34.06,-118.1228333,2014-10-05T08:42:35.910Z
4851,91.8,1.2,63.4097,-149.2451,2014-10-05T08:27:20.000Z
4852,8.29,0.62,33.1026667,-116.6236667,2014-10-05T08:21:11.740Z
4853,11.3,2.6,19.1345,-155.6052,2014-10-05T08:20:47.600Z
4854,11.22,1.2,40.3973333,-124.2615,2014-10-05T08:13:35.730Z
4855,30.37,4.6,26.6739,129.7495,2014-10-05T08:11:38.700Z
4856,9.5,1.9,61.238,-152.7428,2014-10-05T08:08:25.000Z
4857,20,3.2,61.5297,-146.4471,2014-10-05T08:02:26.000Z
4858,6.9,1.7,19.2018,-155.5577,2014-10-05T08:02:16.300Z
4859,11.06,0.85,35.7763333,-118.0491667,2014-10-05T07:58:18.680Z
4860,20.1,1.3,61.2968,-146.526,2014-10-05T07:55:57.000Z
4861,10.96,0.23,44.7573333,-111.1283333,2014-10-05T07:52:01.550Z
4862,1,1.2,63.1971,-151.803,2014-10-05T07:49:32.000Z
4863,12,2.1,17.8603,-65.5923,2014-10-05T07:47:32.900Z
4864,9.76,0.59,33.5036667,-116.4676667,2014-10-05T07:44:02.190Z
4865,0.83,1.01,36.656,-120.9963333,2014-10-05T07:43:11.150Z
4866,2.53,1.1,33.3126667,-116.8993333,2014-10-05T07:41:49.260Z
4867,111.3,1.8,59.241,-153.6806,2014-10-05T07:37:06.000Z
4868,10,5.4,-49.6778,125.6666,2014-10-05T07:24:42.210Z
4869,16.34,0.71,34.017,-117.2043333,2014-10-05T07:22:28.100Z
4870,17.9,0.2,47.6622,-122.7563,2014-10-05T07:17:59.700Z
4871,9.76,1.03,36.4778333,-117.9376667,2014-10-05T07:13:07.850Z
4872,16.1,2.4,65.0765,-150.1685,2014-10-05T07:06:52.000Z
4873,3.26,2.07,38.8149986,-122.8138351,2014-10-05T06:55:45.020Z
4874,6.8,2,58.1069,-156.9678,2014-10-05T06:52:12.000Z
4875,42.3,1.9,19.1945,-155.323,2014-10-05T06:48:17.500Z
4876,12.91,0.92,34.0223333,-116.6126667,2014-10-05T06:47:30.730Z
4877,52.7,1.5,60.6523,-150.2978,2014-10-05T06:41:27.000Z
4878,603.45,4.3,-19.2259,-178.0248,2014-10-05T06:40:17.980Z
4879,2.39,0.43,38.8381653,-122.8073349,2014-10-05T06:32:57.980Z
4880,13.08,0.42,33.2916667,-116.1978333,2014-10-05T06:26:04.130Z
4881,3.4,0.63,38.8204994,-122.7985001,2014-10-05T06:24:33.590Z
